season,date,home_team,away_team,home_score,away_score,home_xg,away_xg,home_PPDA,home_season_xPTS,home_season_xG,home_season_xGA,away_PPDA,away_season_xPTS,away_season_xG,away_season_xGA
20/21,3/13/21,LEE,CHE,0.0,0.0,0.38,0.97,7.17,51.81,59.26,63.02,9.19,77.41,68.66,30.9
20/21,3/13/21,CRY,WBA,1.0,0.0,1.31,0.51,16.14,37.95,35.29,61.9,15.99,29.59,34.97,74.04
20/21,3/13/21,EVE,BUR,1.0,2.0,1.7,0.75,14.21,50.72,49.24,50.16,13.16,38.1,38.13,59.06
20/21,3/13/21,FUL,MCI,0.0,3.0,0.45,2.73,12.16,42.42,41.06,57.64,10.11,83.38,77.72,30.61
20/21,3/14/21,SOU,BRI,1.0,2.0,1.03,0.9,9.73,44.17,45.28,58.55,10.31,61.41,53.82,39.91
20/21,3/14/21,LEI,SHU,5.0,0.0,4.55,0.09,9.99,59.75,58.8,47.07,14.1,29.92,33.16,66.11
20/21,3/14/21,ARS,TOT,2.0,1.0,1.57,0.71,13.64,58.72,52.25,43.23,11.27,53.98,56.68,52.55
20/21,3/14/21,MUN,WHU,1.0,0.0,1.7,0.46,10.95,65.64,63.17,41.92,16.45,59.18,60.34,49.86
20/21,3/15/21,WOL,LIV,0.0,1.0,1.29,1.06,14.13,44.26,38.62,52.19,9.13,68.8,72.21,47.3
20/21,3/19/21,FUL,LEE,1.0,2.0,1.47,1.41,12.16,42.42,41.06,57.64,7.17,51.81,59.26,63.02
20/21,3/20/21,BRI,NEW,3.0,0.0,0.95,0.1,10.31,61.41,53.82,39.91,18.0,42.65,43.96,60.02
20/21,3/21/21,WHU,ARS,3.0,3.0,2.51,1.35,16.45,59.18,60.34,49.86,13.64,58.72,52.25,43.23
20/21,3/21/21,AVL,TOT,0.0,2.0,0.44,1.72,10.84,54.06,56.72,53.25,11.27,53.98,56.68,52.55
20/21,4/3/21,CHE,WBA,2.0,5.0,2.56,1.38,9.19,77.41,68.66,30.9,15.99,29.59,34.97,74.04
20/21,4/3/21,LEE,SHU,2.0,1.0,2.51,0.87,7.17,51.81,59.26,63.02,14.1,29.92,33.16,66.11
20/21,4/3/21,LEI,MCI,0.0,2.0,0.28,1.98,9.99,59.75,58.8,47.07,10.11,83.38,77.72,30.61
20/21,4/3/21,ARS,LIV,0.0,3.0,0.16,2.44,13.64,58.72,52.25,43.23,9.13,68.8,72.21,47.3
20/21,4/4/21,SOU,BUR,3.0,2.0,2.4,1.5,9.73,44.17,45.28,58.55,13.16,38.1,38.13,59.06
20/21,4/4/21,NEW,TOT,2.0,2.0,3.3,2.44,18.0,42.65,43.96,60.02,11.27,53.98,56.68,52.55
20/21,4/4/21,AVL,FUL,3.0,1.0,1.52,1.52,10.84,54.06,56.72,53.25,12.16,42.42,41.06,57.64
20/21,4/4/21,MUN,BRI,2.0,1.0,1.73,1.41,10.95,65.64,63.17,41.92,10.31,61.41,53.82,39.91
20/21,4/5/21,EVE,CRY,1.0,1.0,2.53,0.6,14.21,50.72,49.24,50.16,16.14,37.95,35.29,61.9
20/21,4/5/21,WOL,WHU,2.0,3.0,1.96,1.6,14.13,44.26,38.62,52.19,16.45,59.18,60.34,49.86
20/21,4/9/21,FUL,WOL,0.0,1.0,0.73,0.43,12.16,42.42,41.06,57.64,14.13,44.26,38.62,52.19
20/21,4/10/21,MCI,LEE,1.0,2.0,1.99,0.18,10.11,83.38,77.72,30.61,7.17,51.81,59.26,63.02
20/21,4/10/21,LIV,AVL,2.0,1.0,2.15,0.76,9.13,68.8,72.21,47.3,10.84,54.06,56.72,53.25
20/21,4/10/21,CRY,CHE,1.0,4.0,0.6,3.85,16.14,37.95,35.29,61.9,9.19,77.41,68.66,30.9
20/21,4/11/21,BUR,NEW,1.0,2.0,1.84,1.34,13.16,38.1,38.13,59.06,18.0,42.65,43.96,60.02
20/21,4/11/21,WHU,LEI,3.0,2.0,1.02,1.17,16.45,59.18,60.34,49.86,9.99,59.75,58.8,47.07
20/21,4/11/21,TOT,MUN,1.0,3.0,0.92,2.1,11.27,53.98,56.68,52.55,10.95,65.64,63.17,41.92
20/21,4/11/21,SHU,ARS,0.0,3.0,0.32,1.94,14.1,29.92,33.16,66.11,13.64,58.72,52.25,43.23
20/21,4/12/21,WBA,SOU,3.0,0.0,2.77,1.5,15.99,29.59,34.97,74.04,9.73,44.17,45.28,58.55
20/21,4/12/21,BRI,EVE,0.0,0.0,1.16,0.31,10.31,61.41,53.82,39.91,14.21,50.72,49.24,50.16
20/21,4/16/21,EVE,TOT,2.0,2.0,2.26,1.48,14.21,50.72,49.24,50.16,11.27,53.98,56.68,52.55
20/21,4/17/21,NEW,WHU,3.0,2.0,2.43,2.07,18.0,42.65,43.96,60.02,16.45,59.18,60.34,49.86
20/21,4/17/21,WOL,SHU,1.0,0.0,1.23,0.3,14.13,44.26,38.62,52.19,14.1,29.92,33.16,66.11
20/21,4/18/21,ARS,FUL,1.0,1.0,2.86,0.84,13.64,58.72,52.25,43.23,12.16,42.42,41.06,57.64
20/21,4/18/21,MUN,BUR,3.0,1.0,2.87,0.96,10.95,65.64,63.17,41.92,13.16,38.1,38.13,59.06
20/21,4/19/21,LEE,LIV,1.0,1.0,2.6,1.6,7.17,51.81,59.26,63.02,9.13,68.8,72.21,47.3
20/21,4/20/21,CHE,BRI,0.0,0.0,0.81,0.46,9.19,77.41,68.66,30.9,10.31,61.41,53.82,39.91
20/21,4/21/21,TOT,SOU,2.0,1.0,1.29,1.06,11.27,53.98,56.68,52.55,9.73,44.17,45.28,58.55
20/21,4/21/21,AVL,MCI,1.0,2.0,0.8,1.56,10.84,54.06,56.72,53.25,10.11,83.38,77.72,30.61
20/21,4/22/21,LEI,WBA,3.0,0.0,2.67,0.28,9.99,59.75,58.8,47.07,15.99,29.59,34.97,74.04
20/21,4/23/21,ARS,EVE,0.0,1.0,0.74,0.53,13.64,58.72,52.25,43.23,14.21,50.72,49.24,50.16
20/21,4/24/21,LIV,NEW,1.0,1.0,2.85,0.86,9.13,68.8,72.21,47.3,18.0,42.65,43.96,60.02
20/21,4/24/21,WHU,CHE,0.0,1.0,0.27,2.52,16.45,59.18,60.34,49.86,9.19,77.41,68.66,30.9
20/21,4/24/21,SHU,BRI,1.0,0.0,0.79,2.06,14.1,29.92,33.16,66.11,10.31,61.41,53.82,39.91
20/21,4/25/21,WOL,BUR,0.0,4.0,0.35,2.24,14.13,44.26,38.62,52.19,13.16,38.1,38.13,59.06
20/21,4/25/21,LEE,MUN,0.0,0.0,0.22,1.12,7.17,51.81,59.26,63.02,10.95,65.64,63.17,41.92
20/21,4/25/21,AVL,WBA,2.0,2.0,2.65,1.57,10.84,54.06,56.72,53.25,15.99,29.59,34.97,74.04
20/21,4/26/21,LEI,CRY,2.0,1.0,1.23,0.72,9.99,59.75,58.8,47.07,16.14,37.95,35.29,61.9
20/21,4/30/21,SOU,LEI,1.0,1.0,0.95,2.52,9.73,44.17,45.28,58.55,9.99,59.75,58.8,47.07
20/21,5/1/21,CRY,MCI,0.0,2.0,0.36,2.04,16.14,37.95,35.29,61.9,10.11,83.38,77.72,30.61
20/21,5/1/21,BRI,LEE,2.0,0.0,2.53,0.51,10.31,61.41,53.82,39.91,7.17,51.81,59.26,63.02
20/21,5/1/21,CHE,FUL,2.0,0.0,1.84,0.29,9.19,77.41,68.66,30.9,12.16,42.42,41.06,57.64
20/21,5/1/21,EVE,AVL,1.0,2.0,1.22,1.59,14.21,50.72,49.24,50.16,10.84,54.06,56.72,53.25
20/21,5/2/21,NEW,ARS,0.0,2.0,0.17,1.79,18.0,42.65,43.96,60.02,13.64,58.72,52.25,43.23
20/21,5/2/21,TOT,SHU,4.0,0.0,2.26,0.47,11.27,53.98,56.68,52.55,14.1,29.92,33.16,66.11
20/21,5/3/21,WBA,WOL,1.0,1.0,1.07,0.84,15.99,29.59,34.97,74.04,14.13,44.26,38.62,52.19
20/21,5/3/21,BUR,WHU,1.0,2.0,1.68,2.42,13.16,38.1,38.13,59.06,16.45,59.18,60.34,49.86
20/21,5/7/21,LEI,NEW,2.0,4.0,2.31,2.87,9.99,59.75,58.8,47.07,18.0,42.65,43.96,60.02
20/21,5/8/21,LEE,TOT,3.0,1.0,2.55,1.03,7.17,51.81,59.26,63.02,11.27,53.98,56.68,52.55
20/21,5/8/21,SHU,CRY,0.0,2.0,0.64,2.25,14.1,29.92,33.16,66.11,16.14,37.95,35.29,61.9
20/21,5/8/21,MCI,CHE,1.0,2.0,1.79,0.62,10.11,83.38,77.72,30.61,9.19,77.41,68.66,30.9
20/21,5/8/21,LIV,SOU,2.0,0.0,2.26,1.23,9.13,68.8,72.21,47.3,9.73,44.17,45.28,58.55
20/21,5/9/21,WOL,BRI,2.0,1.0,1.12,0.28,14.13,44.26,38.62,52.19,10.31,61.41,53.82,39.91
20/21,5/9/21,AVL,MUN,1.0,3.0,0.57,1.89,10.84,54.06,56.72,53.25,10.95,65.64,63.17,41.92
20/21,5/9/21,WHU,EVE,0.0,1.0,1.1,1.56,16.45,59.18,60.34,49.86,14.21,50.72,49.24,50.16
20/21,5/9/21,ARS,WBA,3.0,1.0,1.07,1.83,13.64,58.72,52.25,43.23,15.99,29.59,34.97,74.04
20/21,5/10/21,FUL,BUR,0.0,2.0,0.78,1.66,12.16,42.42,41.06,57.64,13.16,38.1,38.13,59.06
20/21,5/11/21,MUN,LEI,1.0,2.0,0.21,0.99,10.95,65.64,63.17,41.92,9.99,59.75,58.8,47.07
20/21,5/11/21,SOU,CRY,3.0,1.0,1.59,1.33,9.73,44.17,45.28,58.55,16.14,37.95,35.29,61.9
20/21,5/12/21,CHE,ARS,0.0,1.0,1.57,0.69,9.19,77.41,68.66,30.9,13.64,58.72,52.25,43.23
20/21,5/13/21,MUN,LIV,2.0,4.0,1.71,2.94,10.95,65.64,63.17,41.92,9.13,68.8,72.21,47.3
20/21,5/13/21,AVL,EVE,0.0,0.0,0.56,0.98,10.84,54.06,56.72,53.25,14.21,50.72,49.24,50.16
20/21,5/14/21,NEW,MCI,3.0,4.0,2.18,1.48,18.0,42.65,43.96,60.02,10.11,83.38,77.72,30.61
20/21,5/15/21,BUR,LEE,0.0,4.0,1.41,1.86,13.16,38.1,38.13,59.06,7.17,51.81,59.26,63.02
20/21,5/15/21,SOU,FUL,3.0,1.0,2.29,0.88,9.73,44.17,45.28,58.55,12.16,42.42,41.06,57.64
20/21,5/15/21,BRI,WHU,1.0,1.0,0.92,1.92,10.31,61.41,53.82,39.91,16.45,59.18,60.34,49.86
20/21,5/16/21,CRY,AVL,3.0,2.0,1.95,1.23,16.14,37.95,35.29,61.9,10.84,54.06,56.72,53.25
20/21,5/16/21,TOT,WOL,2.0,0.0,3.14,1.09,11.27,53.98,56.68,52.55,14.13,44.26,38.62,52.19
20/21,5/16/21,WBA,LIV,1.0,2.0,1.14,2.08,15.99,29.59,34.97,74.04,9.13,68.8,72.21,47.3
20/21,5/16/21,EVE,SHU,0.0,1.0,1.25,1.39,14.21,50.72,49.24,50.16,14.1,29.92,33.16,66.11
20/21,5/18/21,MUN,FUL,1.0,1.0,0.92,0.87,10.95,65.64,63.17,41.92,12.16,42.42,41.06,57.64
20/21,5/18/21,SOU,LEE,0.0,2.0,1.31,1.58,9.73,44.17,45.28,58.55,7.17,51.81,59.26,63.02
20/21,5/18/21,BRI,MCI,3.0,2.0,1.23,1.07,10.31,61.41,53.82,39.91,10.11,83.38,77.72,30.61
20/21,5/18/21,CHE,LEI,2.0,1.0,2.86,0.83,9.19,77.41,68.66,30.9,9.99,59.75,58.8,47.07
20/21,5/19/21,EVE,WOL,1.0,0.0,0.67,0.27,14.21,50.72,49.24,50.16,14.13,44.26,38.62,52.19
20/21,5/19/21,NEW,SHU,1.0,0.0,1.83,0.88,18.0,42.65,43.96,60.02,14.1,29.92,33.16,66.11
20/21,5/19/21,TOT,AVL,1.0,2.0,0.89,1.64,11.27,53.98,56.68,52.55,10.84,54.06,56.72,53.25
20/21,5/19/21,CRY,ARS,1.0,3.0,1.0,1.79,16.14,37.95,35.29,61.9,13.64,58.72,52.25,43.23
20/21,5/19/21,BUR,LIV,0.0,3.0,0.84,2.73,13.16,38.1,38.13,59.06,9.13,68.8,72.21,47.3
20/21,5/19/21,WBA,WHU,1.0,3.0,1.11,3.57,15.99,29.59,34.97,74.04,16.45,59.18,60.34,49.86
20/21,5/23/21,ARS,BRI,2.0,0.0,0.77,0.19,13.64,58.72,52.25,43.23,10.31,61.41,53.82,39.91
20/21,5/23/21,AVL,CHE,2.0,1.0,0.98,3.43,10.84,54.06,56.72,53.25,9.19,77.41,68.66,30.9
20/21,5/23/21,FUL,NEW,0.0,2.0,0.99,1.6,12.16,42.42,41.06,57.64,18.0,42.65,43.96,60.02
20/21,5/23/21,LEE,WBA,3.0,1.0,2.49,1.02,7.17,51.81,59.26,63.02,15.99,29.59,34.97,74.04
20/21,5/23/21,LEI,TOT,2.0,4.0,1.83,1.85,9.99,59.75,58.8,47.07,11.27,53.98,56.68,52.55
20/21,5/23/21,LIV,CRY,2.0,0.0,2.2,0.77,9.13,68.8,72.21,47.3,16.14,37.95,35.29,61.9
20/21,5/23/21,MCI,EVE,5.0,0.0,2.88,1.07,10.11,83.38,77.72,30.61,14.21,50.72,49.24,50.16
20/21,5/23/21,SHU,BUR,1.0,0.0,0.42,0.56,14.1,29.92,33.16,66.11,13.16,38.1,38.13,59.06
20/21,5/23/21,WHU,SOU,3.0,0.0,1.98,1.35,16.45,59.18,60.34,49.86,9.73,44.17,45.28,58.55
20/21,5/23/21,WOL,MUN,1.0,2.0,0.7,2.05,14.13,44.26,38.62,52.19,10.95,65.64,63.17,41.92
21/22,8/13/21,BRE,ARS,2.0,0.0,1.89,1.02,11.66,56.0,52.89,49.5,12.55,64.76,63.39,48.39
21/22,8/14/21,MUN,LEE,5.0,1.0,1.64,0.57,12.84,54.52,57.21,56.85,8.58,43.86,51.19,71.31
21/22,8/14/21,BUR,BRI,1.0,2.0,1.8,1.69,12.89,38.1,41.11,60.22,9.37,54.18,49.57,47.21
21/22,8/14/21,CHE,CRY,3.0,0.0,1.19,0.32,8.76,73.38,69.3,35.12,11.38,58.15,48.84,41.33
21/22,8/14/21,EVE,SOU,3.0,1.0,2.39,0.58,14.03,43.54,44.47,60.69,10.5,43.45,47.35,64.56
21/22,8/14/21,LEI,WOL,1.0,0.0,0.67,1.33,11.78,42.31,49.49,66.11,14.64,40.54,39.04,58.48
21/22,8/14/21,WAT,AVL,3.0,2.0,1.35,1.14,14.27,35.45,39.34,67.53,12.91,46.2,43.13,53.1
21/22,8/14/21,NOR,LIV,0.0,3.0,1.33,1.79,15.33,25.04,31.51,80.08,8.07,86.56,93.02,32.73
21/22,8/15/21,NEW,WHU,2.0,4.0,1.68,3.01,13.8,41.53,41.53,62.71,14.06,53.56,54.98,53.88
21/22,8/15/21,TOT,MCI,1.0,0.0,1.06,2.11,12.53,66.09,67.95,43.7,8.52,91.88,93.4,25.21
21/22,8/21/21,LIV,BUR,2.0,0.0,2.64,0.69,8.07,86.56,93.02,32.73,12.89,38.1,41.11,60.22
21/22,8/21/21,MCI,NOR,5.0,0.0,2.44,0.03,8.52,91.88,93.4,25.21,15.33,25.04,31.51,80.08
21/22,8/21/21,AVL,NEW,2.0,0.0,1.18,0.63,12.91,46.2,43.13,53.1,13.8,41.53,41.53,62.71
21/22,8/21/21,CRY,BRE,0.0,0.0,0.61,0.71,11.38,58.15,48.84,41.33,11.66,56.0,52.89,49.5
21/22,8/21/21,LEE,EVE,2.0,2.0,0.97,1.86,8.58,43.86,51.19,71.31,14.03,43.54,44.47,60.69
21/22,8/21/21,BRI,WAT,2.0,0.0,1.78,0.41,9.37,54.18,49.57,47.21,14.27,35.45,39.34,67.53
21/22,8/22/21,SOU,MUN,1.0,1.0,0.59,2.26,10.5,43.45,47.35,64.56,12.84,54.52,57.21,56.85
21/22,8/22/21,WOL,TOT,0.0,1.0,1.51,1.73,14.64,40.54,39.04,58.48,12.53,66.09,67.95,43.7
21/22,8/22/21,ARS,CHE,0.0,2.0,0.63,3.64,12.55,64.76,63.39,48.39,8.76,73.38,69.3,35.12
21/22,8/23/21,WHU,LEI,4.0,1.0,2.29,0.63,14.06,53.56,54.98,53.88,11.78,42.31,49.49,66.11
21/22,8/28/21,MCI,ARS,5.0,0.0,4.47,0.12,8.52,91.88,93.4,25.21,12.55,64.76,63.39,48.39
21/22,8/28/21,NEW,SOU,2.0,2.0,1.19,3.46,13.8,41.53,41.53,62.71,10.5,43.45,47.35,64.56
21/22,8/28/21,NOR,LEI,1.0,2.0,1.44,1.27,15.33,25.04,31.51,80.08,11.78,42.31,49.49,66.11
21/22,8/28/21,AVL,BRE,1.0,1.0,0.43,1.13,12.91,46.2,43.13,53.1,11.66,56.0,52.89,49.5
21/22,8/28/21,BRI,EVE,0.0,2.0,0.7,1.55,9.37,54.18,49.57,47.21,14.03,43.54,44.47,60.69
21/22,8/28/21,WHU,CRY,2.0,2.0,1.45,1.68,14.06,53.56,54.98,53.88,11.38,58.15,48.84,41.33
21/22,8/28/21,LIV,CHE,1.0,1.0,2.08,0.57,8.07,86.56,93.02,32.73,8.76,73.38,69.3,35.12
21/22,8/29/21,BUR,LEE,1.0,1.0,1.71,1.52,12.89,38.1,41.11,60.22,8.58,43.86,51.19,71.31
21/22,8/29/21,TOT,WAT,1.0,0.0,0.92,0.6,12.53,66.09,67.95,43.7,14.27,35.45,39.34,67.53
21/22,8/29/21,WOL,MUN,0.0,1.0,1.8,0.94,14.64,40.54,39.04,58.48,12.84,54.52,57.21,56.85
21/22,9/11/21,CRY,TOT,3.0,0.0,2.89,0.08,11.38,58.15,48.84,41.33,12.53,66.09,67.95,43.7
21/22,9/11/21,ARS,NOR,1.0,0.0,2.69,0.58,12.55,64.76,63.39,48.39,15.33,25.04,31.51,80.08
21/22,9/11/21,BRE,BRI,0.0,1.0,0.73,0.29,11.66,56.0,52.89,49.5,9.37,54.18,49.57,47.21
21/22,9/11/21,LEI,MCI,0.0,1.0,0.8,2.75,11.78,42.31,49.49,66.11,8.52,91.88,93.4,25.21
21/22,9/11/21,MUN,NEW,4.0,1.0,2.77,0.62,12.84,54.52,57.21,56.85,13.8,41.53,41.53,62.71
21/22,9/11/21,SOU,WHU,0.0,0.0,0.69,0.73,10.5,43.45,47.35,64.56,14.06,53.56,54.98,53.88
21/22,9/11/21,WAT,WOL,0.0,2.0,0.19,2.56,14.27,35.45,39.34,67.53,14.64,40.54,39.04,58.48
21/22,9/11/21,CHE,AVL,3.0,0.0,1.22,1.17,8.76,73.38,69.3,35.12,12.91,46.2,43.13,53.1
21/22,9/12/21,LEE,LIV,0.0,3.0,0.65,4.4,8.58,43.86,51.19,71.31,8.07,86.56,93.02,32.73
21/22,9/13/21,EVE,BUR,3.0,1.0,1.8,1.82,14.03,43.54,44.47,60.69,12.89,38.1,41.11,60.22
21/22,9/17/21,NEW,LEE,1.0,1.0,1.18,1.43,13.8,41.53,41.53,62.71,8.58,43.86,51.19,71.31
21/22,9/18/21,WOL,BRE,0.0,2.0,1.02,2.33,14.64,40.54,39.04,58.48,11.66,56.0,52.89,49.5
21/22,9/18/21,NOR,WAT,1.0,3.0,0.78,2.42,15.33,25.04,31.51,80.08,14.27,35.45,39.34,67.53
21/22,9/18/21,BUR,ARS,0.0,1.0,0.78,1.1,12.89,38.1,41.11,60.22,12.55,64.76,63.39,48.39
21/22,9/18/21,LIV,CRY,3.0,0.0,2.77,0.64,8.07,86.56,93.02,32.73,11.38,58.15,48.84,41.33
21/22,9/18/21,MCI,SOU,0.0,0.0,1.22,0.49,8.52,91.88,93.4,25.21,10.5,43.45,47.35,64.56
21/22,9/18/21,AVL,EVE,3.0,0.0,0.78,0.76,12.91,46.2,43.13,53.1,14.03,43.54,44.47,60.69
21/22,9/19/21,BRI,LEI,2.0,1.0,1.47,1.25,9.37,54.18,49.57,47.21,11.78,42.31,49.49,66.11
21/22,9/19/21,WHU,MUN,1.0,2.0,1.67,1.9,14.06,53.56,54.98,53.88,12.84,54.52,57.21,56.85
21/22,9/19/21,TOT,CHE,0.0,3.0,0.71,2.59,12.53,66.09,67.95,43.7,8.76,73.38,69.3,35.12
21/22,9/25/21,CHE,MCI,0.0,1.0,0.19,1.69,8.76,73.38,69.3,35.12,8.52,91.88,93.4,25.21
21/22,9/25/21,MUN,AVL,0.0,1.0,1.93,1.57,12.84,54.52,57.21,56.85,12.91,46.2,43.13,53.1
21/22,9/25/21,WAT,NEW,1.0,1.0,0.9,2.52,14.27,35.45,39.34,67.53,13.8,41.53,41.53,62.71
21/22,9/25/21,EVE,NOR,2.0,0.0,2.27,0.8,14.03,43.54,44.47,60.69,15.33,25.04,31.51,80.08
21/22,9/25/21,LEE,WHU,1.0,2.0,1.2,1.99,8.58,43.86,51.19,71.31,14.06,53.56,54.98,53.88
21/22,9/25/21,LEI,BUR,2.0,2.0,2.16,0.43,11.78,42.31,49.49,66.11,12.89,38.1,41.11,60.22
21/22,9/25/21,BRE,LIV,3.0,3.0,2.94,2.26,11.66,56.0,52.89,49.5,8.07,86.56,93.02,32.73
21/22,9/26/21,SOU,WOL,0.0,1.0,0.91,0.91,10.5,43.45,47.35,64.56,14.64,40.54,39.04,58.48
21/22,9/26/21,ARS,TOT,3.0,1.0,1.44,0.98,12.55,64.76,63.39,48.39,12.53,66.09,67.95,43.7
21/22,9/27/21,CRY,BRI,1.0,1.0,1.37,0.65,11.38,58.15,48.84,41.33,9.37,54.18,49.57,47.21
21/22,10/2/21,MUN,EVE,1.0,1.0,1.05,1.32,12.84,54.52,57.21,56.85,14.03,43.54,44.47,60.69
21/22,10/2/21,BUR,NOR,0.0,0.0,0.58,0.67,12.89,38.1,41.11,60.22,15.33,25.04,31.51,80.08
21/22,10/2/21,CHE,SOU,3.0,1.0,3.79,1.53,8.76,73.38,69.3,35.12,10.5,43.45,47.35,64.56
21/22,10/2/21,LEE,WAT,1.0,0.0,1.57,0.19,8.58,43.86,51.19,71.31,14.27,35.45,39.34,67.53
21/22,10/2/21,WOL,NEW,2.0,1.0,1.16,0.87,14.64,40.54,39.04,58.48,13.8,41.53,41.53,62.71
21/22,10/2/21,BRI,ARS,0.0,0.0,1.12,0.36,9.37,54.18,49.57,47.21,12.55,64.76,63.39,48.39
21/22,10/3/21,CRY,LEI,2.0,2.0,1.17,1.04,11.38,58.15,48.84,41.33,11.78,42.31,49.49,66.11
21/22,10/3/21,TOT,AVL,2.0,1.0,1.78,1.07,12.53,66.09,67.95,43.7,12.91,46.2,43.13,53.1
21/22,10/3/21,WHU,BRE,1.0,2.0,1.37,1.3,14.06,53.56,54.98,53.88,11.66,56.0,52.89,49.5
21/22,10/3/21,LIV,MCI,2.0,2.0,0.95,1.04,8.07,86.56,93.02,32.73,8.52,91.88,93.4,25.21
21/22,10/16/21,WAT,LIV,0.0,5.0,0.3,3.66,14.27,35.45,39.34,67.53,8.07,86.56,93.02,32.73
21/22,10/16/21,AVL,WOL,2.0,3.0,1.21,2.2,12.91,46.2,43.13,53.1,14.64,40.54,39.04,58.48
21/22,10/16/21,LEI,MUN,4.0,2.0,2.97,1.02,11.78,42.31,49.49,66.11,12.84,54.52,57.21,56.85
21/22,10/16/21,MCI,BUR,2.0,0.0,2.16,1.08,8.52,91.88,93.4,25.21,12.89,38.1,41.11,60.22
21/22,10/16/21,NOR,BRI,0.0,0.0,1.16,1.18,15.33,25.04,31.51,80.08,9.37,54.18,49.57,47.21
21/22,10/16/21,SOU,LEE,1.0,0.0,1.83,0.45,10.5,43.45,47.35,64.56,8.58,43.86,51.19,71.31
21/22,10/16/21,BRE,CHE,0.0,1.0,1.62,0.25,11.66,56.0,52.89,49.5,8.76,73.38,69.3,35.12
21/22,10/17/21,EVE,WHU,0.0,1.0,0.85,2.03,14.03,43.54,44.47,60.69,14.06,53.56,54.98,53.88
21/22,10/17/21,NEW,TOT,2.0,3.0,0.65,1.55,13.8,41.53,41.53,62.71,12.53,66.09,67.95,43.7
21/22,10/18/21,ARS,CRY,2.0,2.0,1.74,0.49,12.55,64.76,63.39,48.39,11.38,58.15,48.84,41.33
21/22,10/22/21,ARS,AVL,3.0,1.0,3.5,1.41,12.55,64.76,63.39,48.39,12.91,46.2,43.13,53.1
21/22,10/23/21,CHE,NOR,7.0,0.0,3.11,0.27,8.76,73.38,69.3,35.12,15.33,25.04,31.51,80.08
21/22,10/23/21,CRY,NEW,1.0,1.0,2.26,0.72,11.38,58.15,48.84,41.33,13.8,41.53,41.53,62.71
21/22,10/23/21,EVE,WAT,2.0,5.0,1.84,3.1,14.03,43.54,44.47,60.69,14.27,35.45,39.34,67.53
21/22,10/23/21,LEE,WOL,1.0,1.0,1.71,0.86,8.58,43.86,51.19,71.31,14.64,40.54,39.04,58.48
21/22,10/23/21,SOU,BUR,2.0,2.0,1.43,0.67,10.5,43.45,47.35,64.56,12.89,38.1,41.11,60.22
21/22,10/23/21,BRI,MCI,1.0,4.0,1.17,3.57,9.37,54.18,49.57,47.21,8.52,91.88,93.4,25.21
21/22,10/24/21,BRE,LEI,1.0,2.0,1.17,1.0,11.66,56.0,52.89,49.5,11.78,42.31,49.49,66.11
21/22,10/24/21,WHU,TOT,1.0,0.0,1.73,0.67,14.06,53.56,54.98,53.88,12.53,66.09,67.95,43.7
21/22,10/24/21,MUN,LIV,0.0,5.0,1.36,4.05,12.84,54.52,57.21,56.85,8.07,86.56,93.02,32.73
21/22,10/30/21,LEI,ARS,0.0,2.0,1.99,1.1,11.78,42.31,49.49,66.11,12.55,64.76,63.39,48.39
21/22,10/30/21,BUR,BRE,3.0,1.0,2.73,0.83,12.89,38.1,41.11,60.22,11.66,56.0,52.89,49.5
21/22,10/30/21,LIV,BRI,2.0,2.0,1.4,1.51,8.07,86.56,93.02,32.73,9.37,54.18,49.57,47.21
21/22,10/30/21,MCI,CRY,0.0,2.0,0.66,1.05,8.52,91.88,93.4,25.21,11.38,58.15,48.84,41.33
21/22,10/30/21,NEW,CHE,0.0,3.0,0.16,2.17,13.8,41.53,41.53,62.71,8.76,73.38,69.3,35.12
21/22,10/30/21,WAT,SOU,0.0,1.0,0.85,1.91,14.27,35.45,39.34,67.53,10.5,43.45,47.35,64.56
21/22,10/30/21,TOT,MUN,0.0,3.0,1.16,1.39,12.53,66.09,67.95,43.7,12.84,54.52,57.21,56.85
21/22,10/31/21,NOR,LEE,1.0,2.0,0.66,1.17,15.33,25.04,31.51,80.08,8.58,43.86,51.19,71.31
21/22,10/31/21,AVL,WHU,1.0,4.0,0.69,2.66,12.91,46.2,43.13,53.1,14.06,53.56,54.98,53.88
21/22,11/1/21,WOL,EVE,2.0,1.0,1.69,1.7,14.64,40.54,39.04,58.48,14.03,43.54,44.47,60.69
21/22,11/5/21,SOU,AVL,1.0,0.0,0.9,0.54,10.5,43.45,47.35,64.56,12.91,46.2,43.13,53.1
21/22,11/6/21,MUN,MCI,0.0,2.0,0.76,2.04,12.84,54.52,57.21,56.85,8.52,91.88,93.4,25.21
21/22,11/6/21,BRE,NOR,1.0,2.0,2.79,1.16,11.66,56.0,52.89,49.5,15.33,25.04,31.51,80.08
21/22,11/6/21,CHE,BUR,1.0,1.0,3.01,0.67,8.76,73.38,69.3,35.12,12.89,38.1,41.11,60.22
21/22,11/6/21,CRY,WOL,2.0,0.0,2.65,0.25,11.38,58.15,48.84,41.33,14.64,40.54,39.04,58.48
21/22,11/6/21,BRI,NEW,1.0,1.0,1.43,0.23,9.37,54.18,49.57,47.21,13.8,41.53,41.53,62.71
21/22,11/7/21,ARS,WAT,1.0,0.0,1.49,0.49,12.55,64.76,63.39,48.39,14.27,35.45,39.34,67.53
